**********************
Windows PowerShell transcript start
Start time: 20190309103618
Username: PC_NTMS20\Administrator
RunAs User: PC_NTMS20\Administrator
Machine: PC_NTMS20 (Microsoft Windows NT 6.2.9200.0)
Host Application: C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe
Process ID: 3400
**********************
Transcript started, output file is C:\Users\Administrator\Documents\PowerShell_transcript.PC_NTMS20.SgcNLS+U.201903091036
18.txt

PS C:\Windows\System32> Get-Service

Status   Name               DisplayName
FileVersion                : 6.3.9600.17415 (winblue_r4.141028-1500)
ProductVersion             : 6.3.9600.17415
Description                : Device Association Framework Provider Host
Product                    : Microsoft? Windows? Operating System
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 3892
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 396
Id                         : 1376
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (dashost.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 18400
NonpagedSystemMemorySize64 : 18400
PagedMemorySize            : 10723328
PagedMemorySize64          : 10723328
PagedSystemMemorySize      : 172144
PagedSystemMemorySize64    : 172144
PeakPagedMemorySize        : 12165120
PeakPagedMemorySize64      : 12165120
PeakWorkingSet             : 20185088
PeakWorkingSet64           : 20185088
PeakVirtualMemorySize      : 107032576
PeakVirtualMemorySize64    : 2199130288128
PriorityBoostEnabled       : True
PriorityClass              : Normal
PrivateMemorySize          : 10723328
PrivateMemorySize64        : 10723328
PrivilegedProcessorTime    : 00:00:22.2031250
ProcessName                : dasHost
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:02:21 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:00:49.0937500
UserProcessorTime          : 00:00:26.8906250
VirtualMemorySize          : 89460736
VirtualMemorySize64        : 2199112716288
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 18362368
WorkingSet64               : 18362368
Site                       :
Container                  :

__NounName                 : Process
Name                       : dwm
Handles                    : 237
VM                         : 199503872
WS                         : 109752320
PM                         : 59527168
NPM                        : 30416
Path                       : C:\Windows\System32\dwm.exe
Company                    : Microsoft Corporation
CPU                        : 20.09375
FileVersion                : 6.3.9600.16384 (winblue_rtm.130821-1623)
ProductVersion             : 6.3.9600.16384
Description                : Desktop Window Manager
Product                    : Microsoft? Windows? Operating System
BasePriority               : 13
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 3804
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 237
Id                         : 3404
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (dwm.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 30416
NonpagedSystemMemorySize64 : 30416
PagedMemorySize            : 59527168
PagedMemorySize64          : 59527168
PagedSystemMemorySize      : 311528
PagedSystemMemorySize64    : 311528
PeakPagedMemorySize        : 78315520
PeakPagedMemorySize64      : 78315520
PeakWorkingSet             : 136114176
PeakWorkingSet64           : 136114176
PeakVirtualMemorySize      : 225808384
PeakVirtualMemorySize64    : 2199249063936
PriorityBoostEnabled       : True
PriorityClass              : High
PrivateMemorySize          : 59527168
PrivateMemorySize64        : 59527168
PrivilegedProcessorTime    : 00:00:04.0156250
ProcessName                : dwm
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 9
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 3/8/2019 8:47:51 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:00:20.0937500
UserProcessorTime          : 00:00:16.0781250
VirtualMemorySize          : 199503872
VirtualMemorySize64        : 2199222759424
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 109752320
WorkingSet64               : 109752320
Site                       :
Container                  :

__NounName                 : Process
Name                       : explorer
Handles                    : 1713
VM                         : 629288960
WS                         : 147763200
PM                         : 70246400
NPM                        : 94704
Path                       : C:\Windows\Explorer.EXE
Company                    : Microsoft Corporation
CPU                        : 14.609375
FileVersion                : 6.3.9600.17031 (winblue_gdr.140221-1952)
ProductVersion             : 6.3.9600.17031
Description                : Windows Explorer
Product                    : Microsoft? Windows? Operating System
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 1992
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 1713
Id                         : 3372
MachineName                : .
MainWindowHandle           : 65712
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (Explorer.EXE)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 94704
NonpagedSystemMemorySize64 : 94704
PagedMemorySize            : 70246400
PagedMemorySize64          : 70246400
PagedSystemMemorySize      : 1378400
PagedSystemMemorySize64    : 1378400
PeakPagedMemorySize        : 83701760
PeakPagedMemorySize64      : 83701760
PeakWorkingSet             : 167669760
PeakWorkingSet64           : 167669760
PeakVirtualMemorySize      : 748298240
PeakVirtualMemorySize64    : 2199771553792
PriorityBoostEnabled       : True
PriorityClass              : Normal
PrivateMemorySize          : 70246400
PrivateMemorySize64        : 70246400
PrivilegedProcessorTime    : 00:00:07.4687500
ProcessName                : explorer
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 9
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 3/9/2019 10:28:05 AM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:00:14.6093750
UserProcessorTime          : 00:00:07.1406250
VirtualMemorySize          : 629288960
VirtualMemorySize64        : 2199652544512
EnableRaisingEvents        : False
